year;country;genre;director;scripter;producer;premier_data;age_bound;duration;title;actors;rating;rus_title;budget;Nan
Год производства2004;СтранаСША, Канада;Жанрмелодрама, комедия, семейныйслова;РежиссерМарк Росман;СценарийЛи Данлэп;ПродюсерИлисса Гудман, Хант Лоури, Дилан Селлерс, ...;Премьера в мире10 июля 2004, ...;Возраст12+;Время95 мин. / 01:35;A Cinderella Story;Джон РиттерДжек УорденМайкл ОливерГилберт ГоттфридЭми ЯсбекМайкл РичардсПитер ДжурасикШарлотта АкинАнна Мари ОллредАдам Эндерли;6.9;История Золушки;Бюджет$19 000 000;
Год производства2014;СтранаСША;Жанркомедия, драма, семейныйслова;РежиссерДжон Фавро;СценарийДжон Фавро;ПродюсерДжон Фавро, Сергей Беспалов, Рой Чой, ...;Премьера в мире28 апреля 2014, ...;Возраст12+;Время114 мин. / 01:54;NaN;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;6.9;Повар на колесах;Бюджет$11 000 000;
Год производства2010;СтранаРоссия;Жанркомедияслова;РежиссерТимур Бекмамбетов, Александр Войтинский, Александр Андрющенко, ...;СценарийТимур Бекмамбетов, Андрей Курейчик, Дмитрий Алейников, ...;ПродюсерТимур Бекмамбетов, Сюзанна Муазен, Александра Ремизова, ...;Премьера в мире13 декабря 2010, ...;Возраст12+;Время90 мин. / 01:30;12+;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;6.9;Ёлки;NaN;
Год производства2004;СтранаСША;Жанрмелодрама, комедия, семейныйслова;РежиссерГэрри Маршалл;СценарийШонда Раймс, Мэг Кэбот, Джина Вендкос;ПродюсерДебра Мартин Чейз, Уитни Хьюстон, Марио Искович, ...;Премьера в мире7 августа 2004, ...;Возраст0+;Время113 мин. / 01:53;The Princess Diaries 2: Royal Engagement;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;6.9;Дневники принцессы 2: Как стать королевой;Бюджет$40 000 000;
Год производства2011;СтранаСША;Жанрфэнтези, комедия, семейныйслова;РежиссерМарк Уотерс;СценарийШон Андерс, Джон Моррис, Джаред Штерн, ...;ПродюсерДжон Дэвис, Дерек Дочи, Линда Филдс, ...;Премьера в мире16 июня 2011, ...;Возраст0+;Время95 мин. / 01:35;Mr. Popper's Penguins;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;6.8;Пингвины мистера Поппера;Бюджет$55 000 000;
Год производства1996;СтранаСША, Великобритания;Жанрсемейный, комедия, криминал, приключенияслова;РежиссерСтивен Херек;СценарийДжон Хьюз, Доди Смит;ПродюсерДжон Хьюз, Рикардо Местрес, Эдвард С. Фельдман, ...;Премьера в мире18 ноября 1996, ...;Возраст6+;Время103 мин. / 01:43;101 Dalmatians;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;6.8;101 далматинец;Бюджет$75 000 000;
Год производства2000;СтранаСША, Германия;Жанрфэнтези, комедия, семейныйслова;РежиссерРон Ховард;СценарийДжеффри Прайс, Питер С. Симен, Доктор Сюсс;ПродюсерБрайан Грейзер, Рон Ховард, Линда Филдс, ...;Премьера в мире8 ноября 2000, ...;Возраст12+;Время104 мин. / 01:44;How the Grinch Stole Christmas;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;6.8;Гринч – похититель Рождества;Бюджет$123 000 000;
Год производства2004;СтранаСША, Ирландия, Великобритания;Жанрфэнтези, мелодрама, комедия, семейныйслова;РежиссерТомми О’Хейвер;СценарийЛори Крэйг, Карен МакКулла, Кирстен Смит, ...;ПродюсерДжейн Старц, Су Армстронг, Джеймс Флинн, ...;Премьера в мире9 апреля 2004, ...;Возраст12+;Время96 мин. / 01:36;Ella Enchanted;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;6.8;Заколдованная Элла;Бюджет$31 000 000;
Год производства1999;СтранаСША, Германия;Жанрфэнтези, комедия, приключения, семейныйслова;РежиссерРоб Минкофф;СценарийМ. Найт Шьямалан, Грег Брукер, Элвин Брукс Уайт;ПродюсерДуглас Уик, Джейсон Кларк, Брайан Э. Франкиш, ...;Премьера в мире5 декабря 1999, ...;Возраст0+;Время84 мин. / 01:24;Stuart Little;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;6.8;Стюарт Литтл;Бюджет$133 000 000;
Год производства1985;СтранаСША;Жанрфантастика, комедия, приключенияслова;РежиссерРоберт Земекис;СценарийРоберт Земекис, Боб Гейл;ПродюсерНил Кэнтон, Боб Гейл, Кэтлин Кеннеди, ...;Премьера в мире3 июля 1985, ...;Возраст12+;Время116 мин. / 01:56;Back to the Future;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;8.6;Назад в будущее;Бюджет$19 000 000;
Год производства1989;СтранаСША;Жанрфантастика, приключения, боевик, комедия, семейныйслова;РежиссерРоберт Земекис;СценарийРоберт Земекис, Боб Гейл;ПродюсерНил Кэнтон, Боб Гейл, Кэтлин Кеннеди, ...;Премьера в мире20 ноября 1989, ...;Возраст12+;Время108 мин. / 01:48;Back to the Future Part II;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;8.3;Назад в будущее 2;Бюджет$40 000 000;
Год производства1990;СтранаСША;Жанрфантастика, комедия, приключения, вестернслова;РежиссерРоберт Земекис;СценарийРоберт Земекис, Боб Гейл;ПродюсерНил Кэнтон, Боб Гейл, Кэтлин Кеннеди, ...;Премьера в мире25 мая 1990, ...;Возраст12+;Время118 мин. / 01:58;Back to the Future Part III;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;8.2;Назад в будущее 3;Бюджет$40 000 000;
Год производства1994;СтранаСША;Жанркомедия, фэнтези, криминалслова;РежиссерЧак Рассел;СценарийМайк Уэрб, Майкл Фэллон, Марк Верхайден;ПродюсерАнн Бюргюн, Майкл Де Лука, Роберт Энгелман, ...;Премьера в мире28 июля 1994, ...;Возраст12+;Время101 мин. / 01:41;The Mask;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;8.0;Маска;Бюджет$23 000 000;
Год производства1994;СтранаСША;Жанркомедия, приключения, вестернслова;РежиссерРичард Доннер;СценарийРой Хаггинс, Уильям Голдман;ПродюсерБрюс Дэвей, Ричард Доннер, Александр Б. Коллетт, ...;Премьера в мире20 мая 1994, ...;Возраст16+;Время127 мин. / 02:07;Maverick;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;8.1;Мэверик;Бюджет$75 000 000;
Год производства1998;СтранаФранция;Жанрбоевик, комедия, криминалслова;РежиссерЖерар Пирес;СценарийЛюк Бессон;ПродюсерЛюк Бессон, Лоран Петен, Мишель Петен;Премьера в мире8 апреля 1998, ...;Возраст16+;Время86 мин. / 01:26;Taxi;Джон ФавроСофия ВергараДжон ЛегуизамоСкарлетт ЙоханссонОливер ПлаттБобби КаннавалеДастин ХоффманЭмджей ЭнтониЭми СедарисРоберт Дауни мл.;7.9;Такси;БюджетFRF 53 000 000;
Год производства1984;СтранаСША;Жанрфантастика, фэнтези, боевик, комедияслова;РежиссерАйвен Райтман;СценарийДэн Эйкройд, Харольд Рэмис, Рик Морэнис;ПродюсерАйвен Райтман, Берни Бриллштейн, Майкл С. Гросс, ...;Премьера в мире7 июня 1984, ...;Возраст16+;Время105 мин. / 01:45;NaN;Билл МюррейДэн ЭйкройдСигурни УиверХарольд РэмисРик МорэнисЭнни ПоттсУильям ЭтертонЭрни ХадсонДэвид МаргулисСтивен Тэш;8.0;Охотники за привидениями;Бюджет$30 000 000;
Год производства1978;СтранаГонконг;Жанрбоевик, комедияслова;РежиссерЮэнь Ву-Пин;СценарийСяо Лун, Нг Сиюэнь;ПродюсерНг Сиюэнь;Премьера в мире5 октября 1978, ...;Возраст12+;Время111 мин. / 01:51;NaN;Джеки ЧанЮань СяотяньХван Джан-ЛиДин ШекКау ЛамЛинда ЛиньТино ВонСюй СяФу Чан ШиХань Чан Вонг;7.8;Пьяный мастер;NaN;
Год производства1986;СтранаГонконг, Югославия;Жанрбоевик, комедия, приключенияслова;РежиссерДжеки Чан, Эрик Цан;СценарийЭдвард Тан, Чеук Хонь Сито, Кен Лоу, ...;ПродюсерЛеонард Хо, Чуа Лам;Премьера в мире16 августа 1986, ...;Возраст16+;Время88 мин. / 01:28;Lung hing foo dai;Джеки ЧанЮань СяотяньХван Джан-ЛиДин ШекКау ЛамЛинда ЛиньТино ВонСюй СяФу Чан ШиХань Чан Вонг;7.8;Доспехи Бога;Бюджет$15 000 000;
Год производства1991;СтранаГонконг;Жанрбоевик, триллер, комедия, криминал, приключения;РежиссерДжеки Чан;СценарийДжеки Чан, Эдвард Тан;ПродюсерРэймонд Чоу, Леонард Хо;Премьера в мире7 февраля 1991, ...;Возраст16+;Время106 мин. / 01:46;Fei ying gai wak;Джеки ЧанЮань СяотяньХван Джан-ЛиДин ШекКау ЛамЛинда ЛиньТино ВонСюй СяФу Чан ШиХань Чан Вонг;8.0;Доспехи Бога 2: Операция Кондор;БюджетHK$ 115 000 000;
Год производства1997;СтранаСША;Жанрбоевик, комедия, криминал, приключенияслова;РежиссерСтив Одекерк;СценарийСтив Одекерк;ПродюсерМартин Брегман, Майкл Брегман, Дэн Джинкс, ...;Премьера в мире18 июля 1997, ...;Возраст16+;Время98 мин. / 01:38;Nothing to Lose;Джеки ЧанЮань СяотяньХван Джан-ЛиДин ШекКау ЛамЛинда ЛиньТино ВонСюй СяФу Чан ШиХань Чан Вонг;7.8;Нечего терять;Бюджет$25 000 000;
Год производства1988;СтранаСША;Жанрбоевик, триллер, комедия, криминал, приключенияслова;РежиссерМартин Брест;СценарийДжордж Галло;ПродюсерМартин Брест, Уильям С. Гилмор, Дэн Йорк;Премьера в мире11 июля 1988, ...;Возраст16+;Время126 мин. / 02:06;NaN;Роберт Де НироЧарльз ГродинЯфет КоттоДжон ЭштонДеннис ФаринаДжо ПантольяноРичард ФоронджиРоберт МирандаДжек КихоуУэнди Филлипс;7.8;Успеть до полуночи;Бюджет$30 000 000;
Год производства1994;СтранаСША;Жанрбоевик, триллер, комедия, приключенияслова;РежиссерДжеймс Кэмерон;СценарийКлод Зиди, Симон Микаэль, Дидье Каминка, ...;ПродюсерСтефани Остин, Джеймс Кэмерон, Памела Исли, ...;Премьера в мире12 июля 1994, ...;Возраст16+;Время135 мин. / 02:15;NaN;Арнольд ШварценеггерДжейми Ли КёртисТом АрнольдБилл ПэкстонТиа КарререАрт МаликЭлиза ДушкуГрант ХесловЧарлтон ХестонМаршалл Манеш;7.8;Правдивая ложь;Бюджет$115 000 000;
Год производства1963;СтранаСША;Жанрбоевик, комедия, криминал, приключенияслова;РежиссерСтэнли Крамер;СценарийУильям Роуз, Таня Роуз;ПродюсерСтэнли Крамер;Премьера в мире7 ноября 1963, ...;Возраст6+;Время210 мин. / 03:30;NaN;Спенсер ТрэйсиМилтон БерлСид СизарБадди ХэкеттЭтель МерманМикки РуниДик ШоунФил СилверсТерри-ТомасДжонатан Уинтерс;7.7;Это безумный, безумный, безумный, безумный мир;Бюджет$9 400 000;
Год производства2001;СтранаСША;Жанрбоевик, мелодрама, комедияслова;РежиссерБрайан Хелгеленд;СценарийБрайан Хелгеленд;ПродюсерТодд Блэк, Брайан Хелгеленд, Тим Ван Реллим;Премьера в мире8 марта 2001, ...;Возраст12+;Время132 мин. / 02:12;A Knight's Tale;Спенсер ТрэйсиМилтон БерлСид СизарБадди ХэкеттЭтель МерманМикки РуниДик ШоунФил СилверсТерри-ТомасДжонатан Уинтерс;7.8;История рыцаря;Бюджет$65 000 000;
Год производства1985;СтранаГонконг;Жанрбоевик, триллер, комедия, криминалслова;РежиссерДжеки Чан, Чэнь Чи-Хва;СценарийДжеки Чан, Эдвард Тан;ПродюсерЛеонард Хо, Рэймонд Чоу, Чо Йи Вонг;Премьера в мире14 декабря 1985, ...;Возраст12+;Время106 мин. / 01:46;NaN;Джеки ЧанБриджит ЛиньМэгги ЧунЧо ЮэньБилл ТунКен ТонЛам Квок-ХунЛау Чи-ВинЧарли ЧоКам Хин-Ин;7.7;Полицейская история;NaN;
Год производства1998;СтранаСША;Жанрбоевик, комедия, триллер, криминалслова;РежиссерБретт Рэтнер;СценарийРосс ЛаМанна, Джим Кауф;ПродюсерРоджер Бирнбаум, Джонатан Гликман, Леон Дюдвуа, ...;Премьера в мире18 сентября 1998, ...;Возраст12+;Время98 мин. / 01:38;Rush Hour;Джеки ЧанБриджит ЛиньМэгги ЧунЧо ЮэньБилл ТунКен ТонЛам Квок-ХунЛау Чи-ВинЧарли ЧоКам Хин-Ин;7.7;Час пик;Бюджет$33 000 000;
Год производства1992;СтранаСША;Жанрбоевик, триллер, комедия, криминалслова;РежиссерРичард Доннер;СценарийДжеффри Боум, Роберт Марк Кэмен, Шейн Блэк;ПродюсерРичард Доннер, Джоэл Силвер, Александр Б. Коллетт, ...;Премьера в мире11 мая 1992, ...;Возраст16+;Время118 мин. / 01:58;Lethal Weapon 3;Джеки ЧанБриджит ЛиньМэгги ЧунЧо ЮэньБилл ТунКен ТонЛам Квок-ХунЛау Чи-ВинЧарли ЧоКам Хин-Ин;7.7;Смертельное оружие 3;Бюджет$35 000 000;
Год производства1998;СтранаГонконг;Жанрбоевик, комедия, приключенияслова;РежиссерБенни Чан, Джеки Чан;СценарийДжеки Чан, Сьюзэн Чан, Ли Рейнольдс;ПродюсерБарби Тун, Леонард Хо, Ман-Ю Ли, ...;Премьера в мире17 января 1998, ...;Возраст12+;Время118 мин. / 01:58;NaN;Джеки ЧанМишель ФерреМираи ЯмамотоРон СмержакЭд НельсонТом ПомпертГлори СаймонФред ван ДитмаршФриц КромменхёкДик Риенстра;7.7;Кто я?;NaN;
Год производства1995;СтранаГонконг;Жанрбоевик, комедия, криминалслова;РежиссерСтэнли Тун;СценарийЭдвард Тан, Фибе Ма;ПродюсерБарби Тун, Рэймонд Чоу, Роберта Чоу, ...;Премьера в мире21 января 1995, ...;Возраст16+;Время104 мин. / 01:44;NaN;Джеки ЧанАнита МуиФрансуаза ЙипБилл ТунМарк ЭкерстримГарвин КроссМорган ЛамЭйлен СитМэн Чинг ЧанФред Андруччи;7.7;Разборка в Бронксе;Бюджет$7 500 000;
Год производства1995;СтранаСША;Жанрбоевик, комедия, триллер, криминалслова;РежиссерМайкл Бэй;СценарийМайкл Бэрри, Джим Малхолланд, Даг Ричардсон, ...;ПродюсерДжерри Брукхаймер, Дон Симпсон, Лукас Фостер, ...;Премьера в мире6 апреля 1995, ...;Возраст16+;Время119 мин. / 01:59;NaN;Уилл СмитМартин ЛоуренсТеа ЛеониЧеки КариоДжо ПантольяноМарг ХельгенбергерНестор СерраноХулио Оскар МечосоТереза РэндлСаверио Гуэрра;7.7;Плохие парни;Бюджет$19 000 000;
Год производства1989;СтранаСША;Жанрбоевик, комедия, криминалслова;РежиссерРод Дэниэл;СценарийСтивен Сигел, Скотт Майерс;ПродюсерЧарльз Гордон, Лоуренс Гордон, Ллойд Левин, ...;Премьера в мире28 апреля 1989, ...;Возраст12+;Время101 мин. / 01:41;NaN;Джеймс БелушиКотонМел ХаррисКевин ТайЭд О’НилДжеймс ХэндиДэниэл ДэвисКоттер СмитДжон СнайдерПрюитт Тэйлор Винс;7.7;К-9: Собачья работа;Бюджет$17 000 000;
Год производства1984;СтранаСША;Жанрбоевик, триллер, комедия, криминалслова;РежиссерМартин Брест;СценарийДэниел Питри мл., Данило Бах;ПродюсерДжерри Брукхаймер, Линда Хорнер, Майк Модер, ...;Премьера в мире1 декабря 1984, ...;Возраст16+;Время105 мин. / 01:45;NaN;Эдди МёрфиДжадж РайнхолдДжон ЭштонЛиза ЭйльбахерРонни КоксСтивен БеркоффДжеймс РуссоДжонатан БэнксСтивен ЭллиотГилберт Р. Хилл;7.7;Полицейский из Беверли-Хиллз;Бюджет$14 000 000;
Год производства2004;СтранаСША;Жанрбоевик, триллер, детектив, приключенияслова;РежиссерДжон Тёртлтауб;СценарийДжим Кауф, Кормак Уибберли, Мэриэнн Уибберли, ...;ПродюсерДжерри Брукхаймер, Джон Тёртлтауб, Орен Авив, ...;Премьера в мире8 ноября 2004, ...;Возраст12+;Время131 мин. / 02:11;National Treasure;Эдди МёрфиДжадж РайнхолдДжон ЭштонЛиза ЭйльбахерРонни КоксСтивен БеркоффДжеймс РуссоДжонатан БэнксСтивен ЭллиотГилберт Р. Хилл;7.6;Сокровище нации;Бюджет$100 000 000;
Год производства2003;СтранаСША;Жанрбоевик, триллер, комедия, криминалслова;РежиссерМайкл Бэй;СценарийРон Шелтон, Джерри Шталь, Джордж Галло, ...;ПродюсерДжерри Брукхаймер, Мэттью Кохан, Дон Феррароне, ...;Премьера в мире9 июля 2003, ...;Возраст18+;Время141 мин. / 02:21;Bad Boys II;Эдди МёрфиДжадж РайнхолдДжон ЭштонЛиза ЭйльбахерРонни КоксСтивен БеркоффДжеймс РуссоДжонатан БэнксСтивен ЭллиотГилберт Р. Хилл;7.6;Плохие парни 2;Бюджет$130 000 000;
Год производства2015;СтранаВеликобритания, США;Жанрбоевик, комедия, криминал, приключенияслова;РежиссерМэттью Вон;СценарийДжейн Голдман, Мэттью Вон, Марк Миллар, ...;ПродюсерАдам Болинг, Дэвид Рейд, Мэттью Вон, ...;Премьера в мире13 декабря 2014, ...;Возраст18+;Время130 мин. / 02:10;Kingsman: The Secret Service;Эдди МёрфиДжадж РайнхолдДжон ЭштонЛиза ЭйльбахерРонни КоксСтивен БеркоффДжеймс РуссоДжонатан БэнксСтивен ЭллиотГилберт Р. Хилл;7.6;Kingsman: Секретная служба;Бюджет$81 000 000;
Год производства2000;СтранаФранция;Жанрбоевик, комедия, криминалслова;РежиссерЖерар Кравчик;СценарийЛюк Бессон;ПродюсерЛюк Бессон, Лоран Петен, Мишель Петен, ...;Премьера в мире25 марта 2000, ...;Возраст12+;Время88 мин. / 01:28;Taxi 2;Эдди МёрфиДжадж РайнхолдДжон ЭштонЛиза ЭйльбахерРонни КоксСтивен БеркоффДжеймс РуссоДжонатан БэнксСтивен ЭллиотГилберт Р. Хилл;7.6;Такси 2;БюджетFRF 70 000 000;
Год производства1999;СтранаГермания, США;Жанрбоевик, триллер, комедия, криминалслова;РежиссерЛес Мэйфилд;СценарийМайкл Берри, Джон Блюменталь, Стивен Карпентер;ПродюсерТоби Джаффе, Нил Х. Мориц, Пичес Дэвис, ...;Премьера в мире17 сентября 1999, ...;Возраст12+;Время93 мин. / 01:33;Blue Streak;Эдди МёрфиДжадж РайнхолдДжон ЭштонЛиза ЭйльбахерРонни КоксСтивен БеркоффДжеймс РуссоДжонатан БэнксСтивен ЭллиотГилберт Р. Хилл;7.6;Бриллиантовый полицейский;Бюджет$65 000 000;
Год производства1991;СтранаСША;Жанркомедия, боевик, мелодрамаслова;РежиссерДжим Абрахамс;СценарийДжим Абрахамс, Пэт Профт;ПродюсерБилл Бадалато, Джанет Грэхэм, Стефен МакЭвети, ...;Премьера в мире26 июля 1991, ...;Возраст12+;Время84 мин. / 01:24;NaN;Чарли ШинКэри ЭлвесВалерия ГолиноЛлойд БриджесКевин ДаннДжон КрайерУильям О’ЛириКристи СуонсонЕфрем Цимбалист мл.Билл Ирвин;7.6;Горячие головы;Бюджет$26 000 000;
Год производства2000;СтранаСША, Гонконг;Жанрбоевик, комедия, приключения, вестернслова;РежиссерТом Дей;СценарийМайлз Миллар, Альфред Гоф;ПродюсерГари Барбер, Роджер Бирнбаум, Джонатан Гликман, ...;Премьера в мире19 мая 2000, ...;Возраст12+;Время110 мин. / 01:50;Shanghai Noon;Чарли ШинКэри ЭлвесВалерия ГолиноЛлойд БриджесКевин ДаннДжон КрайерУильям О’ЛириКристи СуонсонЕфрем Цимбалист мл.Билл Ирвин;7.6;Шанхайский полдень;Бюджет$55 000 000;
Год производства2007;СтранаВеликобритания, Франция;Жанрбоевик, триллер, комедия, детективслова;РежиссерЭдгар Райт;СценарийЭдгар Райт, Саймон Пегг;ПродюсерТим Беван, Эрик Феллнер, Найра Парк, ...;Премьера в мире13 февраля 2007, ...;Возраст16+;Время121 мин. / 02:01;Hot Fuzz;Чарли ШинКэри ЭлвесВалерия ГолиноЛлойд БриджесКевин ДаннДжон КрайерУильям О’ЛириКристи СуонсонЕфрем Цимбалист мл.Билл Ирвин;7.6;Типа крутые легавые;Бюджет$16 000 000;
Год производства2016;СтранаСША;Жанрфантастика, боевик, комедия, приключенияслова;РежиссерТим Миллер;СценарийРетт Риз, Пол Верник;ПродюсерСаймон Кинберг, Райан Рейнольдс, Лорен Шулер Доннер, ...;Премьера в мире21 января 2016, ...;Возраст18+;Время108 мин. / 01:48;Deadpool;Чарли ШинКэри ЭлвесВалерия ГолиноЛлойд БриджесКевин ДаннДжон КрайерУильям О’ЛириКристи СуонсонЕфрем Цимбалист мл.Билл Ирвин;7.5;Дэдпул;Бюджет$58 000 000;
Год производства2015;СтранаСША, Великобритания;Жанрбоевик, комедия, приключенияслова;РежиссерГай Ричи;СценарийГай Ричи, Лайонел Уигрэм, Сэм Рольф, ...;ПродюсерСтив Кларк-Холл, Джон Дэвис, Гай Ричи, ...;Премьера в мире2 августа 2015, ...;Возраст12+;Время116 мин. / 01:56;The Man from U.N.C.L.E.;Чарли ШинКэри ЭлвесВалерия ГолиноЛлойд БриджесКевин ДаннДжон КрайерУильям О’ЛириКристи СуонсонЕфрем Цимбалист мл.Билл Ирвин;7.5;Агенты А.Н.К.Л.;Бюджет$75 000 000;
Год производства2007;СтранаСША;Жанрбоевик, триллер, детектив, приключенияслова;РежиссерДжон Тёртлтауб;СценарийМэриэнн Уибберли, Кормак Уибберли, Грегори Пуарье, ...;ПродюсерДжерри Брукхаймер, Джон Тёртлтауб, Орен Авив, ...;Премьера в мире13 декабря 2007, ...;Возраст12+;Время124 мин. / 02:04;National Treasure: Book of Secrets;Чарли ШинКэри ЭлвесВалерия ГолиноЛлойд БриджесКевин ДаннДжон КрайерУильям О’ЛириКристи СуонсонЕфрем Цимбалист мл.Билл Ирвин;7.5;Сокровище нации: Книга Тайн;Бюджет$130 000 000;
Год производства1993;СтранаСША;Жанрфэнтези, боевик, комедия, приключенияслова;РежиссерДжон МакТирнан;СценарийШейн Блэк, Дэвид Арнотт, Зак Пенн, ...;ПродюсерДжон МакТирнан, Роберт Х. Лемер, Нил Нордлингер, ...;Премьера в мире13 июня 1993, ...;Возраст12+;Время130 мин. / 02:10;NaN;Арнольд ШварценеггерОстин О’БрайенЧарльз ДэнсФ. Мюррэй АбрахамБриджит УилсонТом НуненРоберт ПроскиЭнтони КуиннМерседес РуэльФрэнк МакРей;7.4;Последний киногерой;Бюджет$85 000 000;
Год производства2010;СтранаСША, Великобритания;Жанрбоевик, триллер, комедия, приключенияслова;РежиссерДжо Карнахан;СценарийДжо Карнахан, Брайан Блум, Скип Вудс, ...;ПродюсерСтефен Дж. Кэннел, Джулс Дэйли, Тони Скотт, ...;Премьера в мире3 июня 2010, ...;Возраст16+;Время118 мин. / 01:58;The A-Team;Арнольд ШварценеггерОстин О’БрайенЧарльз ДэнсФ. Мюррэй АбрахамБриджит УилсонТом НуненРоберт ПроскиЭнтони КуиннМерседес РуэльФрэнк МакРей;7.4;Команда `А`;Бюджет$110 000 000;
Год производства2001;СтранаГонконг, США;Жанрбоевик, триллер, комедия, криминалслова;РежиссерБретт Рэтнер;СценарийДжефф Натансон, Росс ЛаМанна;ПродюсерРоджер Бирнбаум, Джонатан Гликман, Джей Штерн, ...;Премьера в мире26 июля 2001, ...;Возраст12+;Время90 мин. / 01:30;Rush Hour 2;Арнольд ШварценеггерОстин О’БрайенЧарльз ДэнсФ. Мюррэй АбрахамБриджит УилсонТом НуненРоберт ПроскиЭнтони КуиннМерседес РуэльФрэнк МакРей;7.4;Час пик 2;Бюджет$90 000 000;
Год производства2011;СтранаСША, Великобритания;Жанрфэнтези, боевик, комедия, приключенияслова;РежиссерРоб Маршалл;СценарийТед Эллиот, Терри Россио, Стюарт Битти, ...;ПродюсерДжерри Брукхаймер, Джон ДеЛюка, Тед Эллиот, ...;Премьера в мире7 мая 2011, ...;Возраст12+;Время136 мин. / 02:16;Pirates of the Caribbean: On Stranger Tides;Арнольд ШварценеггерОстин О’БрайенЧарльз ДэнсФ. Мюррэй АбрахамБриджит УилсонТом НуненРоберт ПроскиЭнтони КуиннМерседес РуэльФрэнк МакРей;7.3;Пираты Карибского моря: На странных берегах;Бюджет$250 000 000;
Год производства2009;СтранаФранция;Жанрбоевик, триллер, комедия, криминалслова;РежиссерПьер Морель;СценарийАди Хасак, Люк Бессон;ПродюсерВиржини Силла, Индия Осборн, Энсон Даунс, ...;Премьера в мире4 февраля 2010, ...;Возраст16+;Время89 мин. / 01:29;From Paris with Love;Арнольд ШварценеггерОстин О’БрайенЧарльз ДэнсФ. Мюррэй АбрахамБриджит УилсонТом НуненРоберт ПроскиЭнтони КуиннМерседес РуэльФрэнк МакРей;7.3;Из Парижа с любовью;Бюджет$52 000 000;
Год производства1987;СтранаСША;Жанрбоевик, триллер, комедия, криминалслова;РежиссерТони Скотт;СценарийЛарри Фергусон, Уоррен Скаарен, Дэвид Гайлер, ...;ПродюсерДжерри Брукхаймер, Дон Симпсон, Ричард Тьенкен, ...;Премьера в мире19 мая 1987, ...;Возраст16+;Время102 мин. / 01:42;NaN;Эдди МёрфиДжадж РайнхолдДжон ЭштонЮрген ПрохновРонни КоксБриджит НильсенАллен ГарфилдДин СтокуэллПол РайзерТом ’Тайни’ Листер мл.;7.3;Полицейский из Беверли-Хиллз 2;Бюджет$20 000 000;
Год производства1989;СтранаСША;Жанрбоевик, триллер, комедия, криминалслова;РежиссерАндрей Кончаловский, Альберт Магноли;СценарийРэнди Фельдман;ПродюсерЛарри Дж. Франко, Питер Губер, Барбара Калиш, ...;Премьера в мире22 декабря 1989, ...;Возраст16+;Время100 мин. / 01:40;Tango & Cash;Эдди МёрфиДжадж РайнхолдДжон ЭштонЮрген ПрохновРонни КоксБриджит НильсенАллен ГарфилдДин СтокуэллПол РайзерТом ’Тайни’ Листер мл.;7.3;Танго и Кэш;Бюджет$55 000 000;
